iteration,x,f(x),f'(x)
0.0,1.0,3.0861612696304874,2.3504023872876028
1.0,0.23840584404423515,2.05710706402233,0.48134132676362795
2.0,0.0044164055837764005,2.000019504669983,0.008832839881045218
3.0,2.8713240482307334e-08,2.000000000000001,5.742648101492165e-08
